Genotype	Year	Provenance	Deme	Genetics	Population	Latitude	Longitude	Elevation	Height	Volume	Growth.rate	H.D	Amax	Amax.mass	LMAsummer	deltaleaf	delta15N	gs	C.N	Narea	Nmass	NUE	WUE	Growth.period	Budset	Canopy.duration	Leaf.drop	Post.budset.period	fitness
ALAA20_5	2010	ALAA	South	0.250231459	20	50.98	126.12	0	458.4	3791.4	1.27	86.5	19.44	0.1726	0.11748	19.52	0.536	0.2456	28.01	0.0019	0.01687	10.23	5.626	174.6	235.5	261.6	322.5	87	228.5
KLNA20_3	2010	KLNA	South	0.2528597	20	51.12	125.58	30	452.8	4342.1	1.43	77.3	NA	NA	0.09333	19.34	NA	NA	NA	NA	NA	NA	NA	161.3	230.3	253	322	91.8	230.5
KLNA20_4	2010	KLNA	South	0.249513133	20	51.12	125.58	30	393.8	3307.8	0.99	71.8	NA	NA	0.10287	19.26	NA	NA	NA	NA	NA	NA	NA	167.5	228.5	262	323	94.5	166
KLNA20_5	2010	KLNA	South	0.247616266	20	51.12	125.58	30	502.5	4876.6	1.66	84.1	20.83	0.2943	0.07996	19.32	1.296	0.2834	19.03	0.001797	0.02539	11.59	5.31	150.8	237.3	236.5	323	85.8	252.5
KLNC20_2	2010	KLNC	South	0.260441545	20	51.53	125.55	427	398	1865.2	1.21	98.1	NA	NA	0.07422	18.81	NA	NA	NA	NA	NA	NA	NA	160.8	237.3	246.5	323	85.8	195.2
KLND20_1	2010	KLND	South	0.249532232	20	51.57	125.5	427	386.8	2091.4	0.75	85.8	NA	NA	0.08885	19.88	NA	NA	NA	NA	NA	NA	NA	166.5	230.3	259.3	323	92.8	125.3
KLND20_2	2010	KLND	South	0.252569871	20	51.57	125.5	427	369.5	1720.7	0.84	89.3	NA	NA	0.09504	19.29	NA	NA	NA	NA	NA	NA	NA	161.5	221.5	260.3	320.3	98.8	137
KLND20_3	2010	KLND	South	0.261978884	20	51.57	125.5	427	357.5	2904.1	0.91	68.4	12.6	0.1402	0.10369	19.11	0.806	0.1122	23.42	0.001785	0.02011	7.08	7.133	149.5	223.3	241.8	315.5	92.3	136
KLNE20_1	2010	KLNE	South	0.257265064	20	51.73	125.57	427	357	1203	1.06	100.1	22.4	0.224	0.09594	19.85	0.864	0.437	26.14	0.001828	0.01828	12.25	3.91	153	223.3	241.8	312	88.8	162.2
KLNE20_2	2010	KLNE	South	0.255702189	20	51.73	125.57	427	335.8	1536.2	1.03	86.2	NA	NA	0.07758	19.7	NA	NA	NA	NA	NA	NA	NA	151.5	219.8	251.8	320	100.3	156.5
KLNE20_3	2010	KLNE	South	0.275261159	20	51.73	125.57	427	486.8	4279.4	1.49	89.1	NA	NA	0.09963	19.71	NA	NA	NA	NA	NA	NA	NA	153	230.3	243.8	321	90.8	228.8
KLNE20_4	2010	KLNE	South	0.253445536	20	51.73	125.57	427	342.5	1404.4	0.9	92.8	NA	NA	0.08803	18.16	NA	NA	NA	NA	NA	NA	NA	165.8	230.3	257.5	322	91.8	155
KLNE20_5	2010	KLNE	South	0.247971888	20	51.73	125.57	427	466	3930.3	1.32	91.2	19.32	0.2159	0.08963	19.05	1.352	0.2304	21.78	0.001919	0.02144	10.07	6.032	176.3	242.5	254.8	321	78.5	237.7
KLNG20_3	2010	KLNG	South	0.266368498	20	51.3	125.77	105	398.3	3104.9	1.4	103.4	18.21	0.3164	0.09756	19.59	1.077	0.3439	21.35	0.001281	0.02226	14.22	3.873	161.4	222	262.4	323	101	227.6
KLNG20_4	2010	KLNG	South	0.255191459	20	51.3	125.77	105	418.5	3249.9	1.36	77.2	NA	NA	0.10012	20.5	NA	NA	NA	NA	NA	NA	NA	150.3	226.8	246.5	323	96.3	203.5
KLNG20_6	2010	KLNG	South	0.256105579	20	51.3	125.77	105	322.8	2080	1.28	74.9	NA	NA	0.08906	19.61	NA	NA	NA	NA	NA	NA	NA	138.8	226.8	234	322	95.3	176.8
MCFA20_1	2010	MCFA	South	0.255263991	20	51.32	126.23	275	412.5	2497.6	1.17	93.8	NA	NA	0.10422	21.83	NA	NA	NA	NA	NA	NA	NA	156.3	232	246.3	322	90	187.5
MCFA20_2	2010	MCFA	South	0.261383433	20	51.32	126.23	275	550.3	6553.7	1.51	82.6	NA	NA	0.09152	18.15	NA	NA	NA	NA	NA	NA	NA	172.5	242.5	253	323	80.5	262.5
MCFA20_3	2010	MCFA	South	0.248044378	20	51.32	126.23	275	471	6003.3	1.46	68.8	NA	NA	0.11385	20.08	NA	NA	NA	NA	NA	NA	NA	154	225	247.3	318.3	93.3	227
MCFA20_4	2010	MCFA	South	0.27195824	20	51.32	126.23	275	157.7	128.1	0.18	94.5	NA	NA	NA	20.91	NA	NA	NA	NA	NA	NA	NA	110.7	170.7	247.7	307.7	137	18.7
MCFA20_5	2010	MCFA	South	0.255276695	20	51.32	126.23	275	466.3	5562.4	1.26	74.6	14.37	0.1944	0.08324	19.75	1.222	0.2492	28.21	0.00129	0.01714	11.32	4.11	163.4	238.1	248.3	323	84.9	206.4
MCFA20_6	2010	MCFA	South	0.24931794	20	51.32	126.23	275	362	1887.6	0.94	89.6	NA	NA	0.10672	20.54	NA	NA	NA	NA	NA	NA	NA	140.8	219.8	237.8	316.8	97	137
HOMA21_1	2010	HOMA	South	0.246264077	21	50.93	124.85	46	436.3	2684.8	1.08	90.2	20.53	0.2403	0.09795	19.03	1.01	0.2483	19.31	0.002233	0.02611	9.29	5.992	182.5	237.3	268.3	323	85.8	199.5
HOMA21_2	2010	HOMA	South	0.246437511	21	50.93	124.85	46	560.5	7918.9	1.3	78.2	23.55	0.3018	0.0932	20.08	0.665	0.3845	20.01	0.001873	0.02396	12.59	4.547	192.3	253	262.3	323	70	253.5
HOMA21_4	2010	HOMA	South	0.253902618	21	50.93	124.85	46	376.8	3740	0.87	61.7	18.55	0.1879	0.11176	19.79	1.934	0.2726	29.37	0.001645	0.01667	11.28	4.922	168.5	228.5	263	323	94.5	147
HOMA21_5	2010	HOMA	South	0.253388927	21	50.93	124.9	37	440.8	4419.2	1.1	85.6	NA	NA	0.1	20.77	NA	NA	NA	NA	NA	NA	NA	178	240.8	260.3	323	82.3	196.9
HOMB21_1	2010	HOMB	South	0.260400386	21	50.95	124.9	37	395.3	2528.7	0.9	82.1	18.27	0.2211	0.10877	20.23	0.142	0.3131	25.84	0.001502	0.01818	12.16	4.295	194	242.5	274.5	323	80.5	174.3
HOMB21_2	2010	HOMB	South	0.248076481	21	50.95	124.9	37	490.8	4047.1	1.3	91.5	NA	NA	0.08754	20.02	NA	NA	NA	NA	NA	NA	NA	188.5	251.3	260.3	323	71.8	246.5
HOMB21_3	2010	HOMB	South	0.252065451	21	50.95	124.9	37	583	10272.3	1.52	72.7	21.64	0.2705	0.10676	19.9	3.068	0.3241	24.3	0.001556	0.01945	13.91	4.963	182.8	240.8	265	323	82.3	281.2
HOMB21_5	2010	HOMB	South	0.258156738	21	50.95	124.9	37	419.8	2479.9	1.31	94.4	27.68	0.3053	0.1073	19.67	0.3	0.3702	17.15	0.002698	0.02976	10.26	5.581	163.5	223.3	263.3	323	99.8	215
HOMC21_1	2010	HOMC	South	0.253505665	21	51.23	124.95	88	445	2660.4	1.14	100.3	NA	NA	0.08557	19.96	NA	NA	NA	NA	NA	NA	NA	177.7	239	261.7	323	84	206
HOMC21_2	2010	HOMC	South	0.247653863	21	51.23	124.95	88	415.5	2189.4	1.11	96.5	NA	NA	0.10566	19.09	NA	NA	NA	NA	NA	NA	NA	169.3	230.3	262	323	92.8	188.7
HOMC21_3	2010	HOMC	South	0.256697511	21	51.23	124.95	88	348.8	2431	0.98	85.3	21.59	0.2352	0.08152	20.16	0.964	0.3296	24.44	0.001749	0.01905	12.35	4.807	183.5	232	274.5	323	91	119.8
HOMD21_1	2010	HOMD	South	0.253720043	21	51.28	124.83	152	442.5	3684.4	1.16	82.8	NA	NA	0.10348	19.58	NA	NA	NA	NA	NA	NA	NA	173.5	235.5	261	323	87.5	200.5
HOMD21_2	2010	HOMD	South	0.26177103	21	51.28	124.83	152	398.3	2526.3	0.93	85.6	NA	NA	0.12164	19.79	NA	NA	NA	NA	NA	NA	NA	182.5	228.5	277	323	94.5	171.5
HOMD21_3	2010	HOMD	South	0.260979914	21	51.28	124.83	152	590.8	7911.9	1.7	86.7	NA	NA	0.10537	20.52	NA	NA	NA	NA	NA	NA	NA	162	232.3	252.8	323	90.8	274.5
HOMD21_4	2010	HOMD	South	0.246840815	21	51.28	124.83	152	523.8	6087.8	1.33	90.7	20.78	0.1906	0.11053	20.07	-0.009	0.3686	25.25	0.002041	0.01872	10.18	4.192	182	246	259	323	77	246.8
HOMD21_5	2010	HOMD	South	0.246620558	21	51.28	124.83	152	387	3076	1.02	76	17.25	0.2094	0.10824	18.86	0.689	0.3206	25.01	0.001581	0.01919	10.91	4.047	178.5	233.8	267.8	323	89.3	183
STHA21_3	2010	STHA	South	0.254422618	21	50.82	124.48	239	473.3	4395	1.42	82.8	13.94	0.1786	0.10082	19.57	-0.137	0.2436	20.84	0.001832	0.02348	7.61	4.09	163	232	254	323	91	230.5
STHA21_4	2010	STHA	South	0.249125322	21	50.82	124.48	239	418.3	3555.1	1.06	74.3	NA	NA	0.10426	18.93	NA	NA	NA	NA	NA	NA	NA	180	241.3	260.3	321.7	80.3	191.6
STHB21_2	2010	STHB	South	0.246897425	21	50.88	124.73	91	481	6438	0.93	69.9	21.94	0.2685	0.11566	19.19	0.548	0.335	24.21	0.001694	0.02072	12.96	4.779	170.3	228.5	264.8	323	94.5	160
STHB21_3	2010	STHB	South	0.250433176	21	50.88	124.73	91	479.8	5393.1	1.53	79.2	19.11	0.2246	0.11467	20.23	1.452	0.3529	25.19	0.001602	0.01883	11.92	3.934	154	239	238	323	84	238.3
STHB21_4	2010	STHB	South	0.243617382	21	50.88	124.73	91	438	4352	1.15	76	15.89	0.183	0.12049	18.8	0.851	0.2895	27.56	0.001498	0.01726	10.61	4.023	162.3	228.5	254.8	321	92.5	188.7
STHB21_5	2010	STHB	South	0.254668584	21	50.88	124.73	91	447	2752.1	1.35	92.5	NA	NA	0.08463	17.96	NA	NA	NA	NA	NA	NA	NA	173.8	237.3	259.5	323	85.8	239.5
PHLA22_1	2010	PHLA	South	0.250184206	22	50.6	125.32	5	385.5	2177.7	1.04	83.9	NA	NA	0.10537	20.9	NA	NA	NA	NA	NA	NA	NA	164	239	248	323	84	171.2
PHLA22_2	2010	PHLA	South	0.252428369	22	50.6	125.32	5	504	4149.6	1.39	92.8	NA	NA	0.09279	20.18	NA	NA	NA	NA	NA	NA	NA	160.8	233.8	250	323	89.3	223.5
PHLA22_3	2010	PHLA	South	0.249380558	22	50.6	125.32	5	443	3854.8	1.39	81.8	NA	NA	0.11594	20.61	NA	NA	NA	NA	NA	NA	NA	146.5	221.5	248	323	101.5	205.5
PHLA22_4	2010	PHLA	South	0.250956094	22	50.6	125.32	5	375	2042.4	0.8	85.7	21.11	0.1991	0.09193	21.63	-0.137	0.3506	31.88	0.001697	0.016	12.44	4.419	140.8	214.5	248.3	322	107.5	117.2
PHLA22_5	2010	PHLA	South	0.239316052	22	50.6	125.32	5	509	7034.2	1.36	77.6	14.58	0.2464	0.08798	20.41	NA	0.2463	18.75	0.001584	0.02676	9.21	4.151	168	239	252	323	84	229.7
PHLC22_1	2010	PHLC	South	0.25330382	22	50.68	125.25	58	385.3	2686.6	1.19	82.3	NA	NA	0.11123	18.34	NA	NA	NA	NA	NA	NA	NA	151.5	223.3	251.3	323	99.8	180.3
PHLC22_2	2010	PHLC	South	0.24565618	22	50.68	125.25	58	345.3	1915.2	0.82	79.9	21.91	0.2296	0.07201	20.56	0.815	0.4825	26.39	0.001689	0.01771	12.97	3.452	150.8	219.8	254	323	103.3	124.8
PHLC22_3	2010	PHLC	South	0.25997206	22	50.68	125.25	58	478.8	3806.4	1.43	90.7	11.6	0.1515	0.08971	18.38	3.094	0.1305	17.98	0.001994	0.02604	5.82	6.099	148	226.8	244.3	323	96.3	216
PHLC22_4	2010	PHLC	South	0.252775107	22	50.68	125.25	58	374.5	1883.2	0.98	88.6	NA	NA	0.10381	20.41	NA	NA	NA	NA	NA	NA	NA	142.5	225	240.5	323	98	143.7
PHLC22_5	2010	PHLC	South	0.251999399	22	50.68	125.25	58	412.3	2097	1.21	95.8	20.58	0.2075	0.09943	21.25	0.435	0.3735	25.88	0.001778	0.01793	11.58	4.172	142.5	226.8	238.8	323	96.3	173
TOBA23_2	2010	TOBA	South	0.248498369	23	50.52	124.23	67	420.3	4744.4	1.08	73.2	18.4	0.2896	0.08082	18.92	1.249	0.3182	22.36	0.001473	0.02332	12.55	4.298	179	239	263	323	84	202.3
TOBA23_3	2010	TOBA	South	0.262757639	23	50.52	124.23	67	397.1	2143.9	0.91	88.6	NA	NA	0.0827	19.88	NA	NA	NA	NA	NA	NA	NA	172.1	238.1	256.5	322.5	84.4	157.6
TOBA23_4	2010	TOBA	South	0.244877554	23	50.52	124.23	67	424.8	3650.1	1.07	91.6	NA	NA	0.09193	20.37	NA	NA	NA	NA	NA	NA	NA	170	240.8	252.3	323	82.3	184.5
TOBB23_2	2010	TOBB	South	0.240147768	23	50.57	124.08	73	407.5	3337.8	0.87	77.8	23.49	0.2095	0.1066	19.69	0.703	0.2896	24.32	0.002315	0.02065	10.15	5.706	164.5	239	248.5	323	84	143
TOBB23_3	2010	TOBB	South	0.252780815	23	50.57	124.08	73	429.7	4936.9	1.13	72.1	NA	NA	0.08082	20.65	NA	NA	NA	NA	NA	NA	NA	175.5	249.5	249	323	73.5	185.2
TOBB23_4	2010	TOBB	South	0.248826352	23	50.57	124.08	73	426	2110.5	1.23	108.5	21.4	0.3247	0.09254	20.74	-0.758	0.3335	19.68	0.001675	0.02542	12.78	4.783	160.5	226.8	255.8	322	95.3	196.2
TOBB23_5	2010	TOBB	South	0.267535021	23	50.57	124.08	73	429.8	4337	1.05	74	NA	NA	0.13336	20.63	NA	NA	NA	NA	NA	NA	NA	161.5	225	259.5	323	98	170
SKWA24_2	2010	SKWA	South	0.249434421	24	50.22	123.98	61	459.3	3778.8	1.37	85.8	NA	NA	0.09861	20.87	NA	NA	NA	NA	NA	NA	NA	161.5	237.3	247.3	323	85.8	224.3
SKWA24_3	2010	SKWA	South	0.257636738	24	50.22	123.98	61	512.5	9861.7	1.1	62.1	NA	NA	0.10594	19.3	NA	NA	NA	NA	NA	NA	NA	189.8	246	266.8	323	77	209.7
SKWA24_4	2010	SKWA	South	0.248388197	24	50.22	123.98	61	358.8	2375.4	0.79	77.9	NA	NA	0.11775	19.48	NA	NA	NA	NA	NA	NA	NA	141.8	216.3	247.5	322	105.8	117.8
SKWB24_2	2010	SKWB	South	0.245634034	24	50.23	124	115	444.3	5130	1.02	73.1	22.11	0.2214	0.0927	20.69	0.343	0.341	29.85	0.001602	0.01605	13.8	4.755	175	246	245.5	316.5	70.5	182.5
SKWB24_3	2010	SKWB	South	0.252377468	24	50.23	124	115	440.3	4439.9	1	71.8	NA	NA	0.09156	18.33	NA	NA	NA	NA	NA	NA	NA	182.3	244.3	260	322	77.8	182.8
SKWB24_4	2010	SKWB	South	0.242653047	24	50.23	124	115	309.8	1200.8	0.84	80.9	NA	NA	0.10475	19.67	NA	NA	NA	NA	NA	NA	NA	151.8	226.8	237	312	85.3	125.8
SKWC24_1	2010	SKWC	South	0.256313133	24	50.25	124	152	384.5	3028	0.91	76.5	16.33	0.1354	0.08299	19.24	0.511	0.2263	25.87	0.002308	0.01913	7.08	5.175	161.5	240.8	243.8	323	82.3	152.7
SKWC24_3	2010	SKWC	South	0.237261803	24	50.25	124	152	396.8	2198.6	1.12	91.2	NA	NA	0.09574	21.14	NA	NA	NA	NA	NA	NA	NA	144.8	225	242.8	323	98	162.8
SKWC24_4	2010	SKWC	South	0.25270824	24	50.25	124	152	579	9241	1.42	78.6	NA	NA	0.08388	22.28	NA	NA	NA	NA	NA	NA	NA	189	266.5	245.5	323	56.5	268.7
SKWD24_1	2010	SKWD	South	0.2527903	24	50.25	124.02	323	383.5	4059.1	0.82	69.2	12.97	0.1684	0.11168	21.69	0.966	0.172	16.87	0.002264	0.02939	5.73	5.191	173.8	239	256.8	322	83	143
SKWD24_3	2010	SKWD	South	0.261437339	24	50.25	124.02	323	442.5	5566.5	1.07	72.9	NA	NA	0.08422	20.75	NA	NA	NA	NA	NA	NA	NA	180.5	256	247.5	323	67	192.7
SKWD24_5	2010	SKWD	South	0.257441717	24	50.25	124.02	323	432.3	4164.2	1.07	73.7	23.7	0.2394	0.10877	20.22	1.55	0.3891	28.36	0.001676	0.01693	14.14	4.549	151	228.5	245.5	323	94.5	162.3
SKWE24_1	2010	SKWE	South	0.247726223	24	50.22	123.95	231	452	4547	1.24	76.2	20.44	0.2309	0.1034	19.92	0.271	0.3103	22.5	0.001896	0.02142	10.78	4.813	162.5	235.5	249	322	86.5	205.7
SKWE24_3	2010	SKWE	South	0.254551845	24	50.22	123.95	231	382	5773.5	0.97	60.3	NA	NA	0.09652	20.94	NA	NA	NA	NA	NA	NA	NA	151.8	233.8	241	323	89.3	149.7
SKWE24_4	2010	SKWE	South	0.250509013	24	50.22	123.95	231	381	3907.8	1.08	63.6	23.91	0.2248	0.10033	19.97	1.328	0.3703	27.42	0.002044	0.01921	11.7	4.854	146.8	225	244.8	323	98	159.2
SKWE24_5	2010	SKWE	South	0.256313433	24	50.22	123.95	231	496.7	8704.3	1.11	61	NA	NA	0.09202	18.62	NA	NA	NA	NA	NA	NA	NA	179	243.7	258.3	323	79.3	203
SKWF24_2	2010	SKWF	South	0.256379742	24	50.25	123.93	244	338.3	1034.9	0.9	120.5	28.71	0.2943	0.0882	21.71	0.481	0.5962	23.06	0.001961	0.02011	14.64	3.843	150	226.8	246.3	323	96.3	134.8
SKWF24_3	2010	SKWF	South	0.251476266	24	50.25	123.93	244	449.3	5133.5	1.12	68.8	NA	NA	0.09537	20.52	NA	NA	NA	NA	NA	NA	NA	163.8	228.5	258.3	323	94.5	182.5
SKWF24_5	2010	SKWF	South	0.247411245	24	50.25	123.93	244	281.8	706.4	0.88	105.2	21.45	0.2207	0.10176	19.71	2.101	0.3652	28.6	0.00159	0.01636	13.49	4.403	145	218	249	322	104	127
ELAD25_4	2010	ELAD	South	0.266535494	25	50.25	123.58	305	474.5	4667.5	1.26	79.8	NA	NA	0.09254	18.49	NA	NA	NA	NA	NA	NA	NA	151.3	246	227.3	322	76	190.7
ELAD25_5	2010	ELAD	South	0.265451416	25	50.25	123.58	305	446.8	2698.5	1.43	97	20.35	0.2687	0.09775	19.67	0.794	0.3439	21.77	0.001759	0.02322	11.57	4.31	149.3	232	240.3	323	91	214.5
SQMA25_1	2010	SQMA	South	0.251800815	25	49.87	123.23	61	437.5	4475.5	0.99	79.1	19.12	0.2067	0.10234	20.64	0.791	0.3247	22.37	0.002028	0.02244	9.51	4.339	186	246	263	323	77	185.2
SQMA25_4	2010	SQMA	South	0.252714592	25	49.87	123.23	61	506.6	7105.4	1.21	76	18.54	0.1843	0.11342	19.34	1.241	0.3258	25.74	0.001945	0.0193	9.53	4.187	193.6	250.4	266.3	323	72.6	238.5
SQMA25_5	2010	SQMA	South	0.269015751	25	49.87	123.23	61	547.3	7425.1	1.34	79.4	NA	NA	0.10836	19.44	NA	NA	NA	NA	NA	NA	NA	215.8	270.5	268.3	323	52.5	287.5
SQMB25_3	2010	SQMB	South	0.259454979	25	49.95	123.3	76	450	6383.9	0.91	65.6	NA	NA	0.10873	18.78	NA	NA	NA	NA	NA	NA	NA	190.5	244.3	269.3	323	78.8	174.7
SQMB25_4	2010	SQMB	South	0.249985451	25	49.95	123.3	76	436.8	3248.1	1.12	92.3	14.85	0.1966	0.09865	21.18	1.234	0.3773	24.38	0.00149	0.01988	10.2	2.893	187.8	251.3	259.5	323	71.8	212.8
SQMC25_1	2010	SQMC	South	0.250896524	25	50.1	123.37	177	382.3	3332.1	0.92	71.1	NA	NA	0.09377	19.28	NA	NA	NA	NA	NA	NA	NA	173	232	264	323	91	160.3
SQMC25_2	2010	SQMC	South	0.277996309	25	50.1	123.37	177	466.3	4597.9	1.17	80.7	NA	NA	0.0998	19.81	NA	NA	NA	NA	NA	NA	NA	195.8	247.8	271	323	75.3	232.5
GLCA26_1	2010	GLCA	South	0.261159828	26	49.87	122.45	366	291	1792.9	0.84	64.1	20.05	0.1822	0.09545	18.97	0.165	0.2666	26.42	0.002009	0.01827	9.98	5.386	134.3	214.5	242.8	323	108.5	113.7
GLCB26_1	2010	GLCB	South	0.25912412	26	50.1	123	579	358.3	1982.7	0.81	92	16	0.2369	0.08184	20.6	-0.031	0.3994	20.54	0.001585	0.02346	10.1	2.944	166.8	230.3	258.5	322	91.8	134
GLCB26_2	2010	GLCB	South	0.25773133	26	50.1	123	579	348.5	2127.2	0.95	87.5	14.63	0.2061	0.08561	19.24	0.479	0.194	17.86	0.001905	0.02684	7.68	5.361	156.5	230.3	249.3	323	92.8	149.7
GLCB26_3	2010	GLCB	South	0.25516618	26	50.1	123	579	403.8	3490.3	1.18	74.4	NA	NA	0.07799	17.29	NA	NA	NA	NA	NA	NA	NA	146.8	230.3	237.5	321	90.8	171.5
GLCB26_4	2010	GLCB	South	0.251759571	26	50.1	123	579	414.5	2415.5	1.28	90.4	19.64	0.2382	0.10184	18.67	0.171	0.2255	21.91	0.001819	0.02206	10.8	6.107	146.5	228.5	241	323	94.5	188
HARB26_1	2010	HARB	South	0.266627167	26	50.03	122.53	213	445.3	5203.2	1.01	73.7	14.99	0.228	0.10984	17.85	1.998	0.1957	20.81	0.001587	0.02414	9.45	5.45	168.3	235.5	255.8	323	87.5	172.3
HARB26_2	2010	HARB	South	0.24701412	26	50.03	122.53	213	354.5	2854.5	0.83	64.6	NA	NA	0.10582	18.01	NA	NA	NA	NA	NA	NA	NA	171.3	228.5	265.8	323	94.5	143
HARB26_3	2010	HARB	South	0.248980515	26	50.03	122.53	213	427.8	4684.1	0.97	67	17.4	0.2002	0.10049	17.95	0.878	0.2326	20.99	0.002079	0.02398	8.35	5.406	191.3	247.8	266.5	323	75.3	185.3
HARB26_4	2010	HARB	South	0.259723004	26	50.03	122.53	213	456	4198.1	1.02	79.4	NA	NA	0.08766	17.8	NA	NA	NA	NA	NA	NA	NA	194.8	260	257.8	323	63	199.7
HARB26_5	2010	HARB	South	0.267903305	26	50.03	122.53	213	411.5	3845.5	1.01	75.1	NA	NA	0.08803	19.02	NA	NA	NA	NA	NA	NA	NA	171.3	228.5	265.8	323	94.5	173.5
HARC26_1	2010	HARC	South	0.268955622	26	49.77	122.22	64	358	2754.1	0.83	75.4	25.37	0.3525	0.1073	18.92	1.679	0.3776	17.55	0.00205	0.02849	12.37	5.065	169.5	228.5	264	323	94.5	143
HARC26_2	2010	HARC	South	0.263065708	26	49.77	122.22	64	563.8	6408.7	1.09	86.5	NA	NA	0.09184	19.53	NA	NA	NA	NA	NA	NA	NA	204.5	261.8	265.8	323	61.3	224.3
HARC26_3	2010	HARC	South	0.271082918	26	49.77	122.22	64	571.8	7005.6	1.46	86	18.17	0.2204	0.09061	18.38	1.484	0.2332	22.03	0.001803	0.02187	10.08	5.499	189.5	251.3	261.3	323	71.8	278
LILA26_4	2010	LILA	South	0.254523176	26	50.62	123.38	411	346.3	2258.2	1	79.6	NA	NA	0.10602	19.73	NA	NA	NA	NA	NA	NA	NA	141.5	216.3	233.8	308.5	92.3	144.5
LILB26_1	2010	LILB	South	0.255065322	26	50.55	123.2	274	414.3	3846.3	0.97	78.2	14.11	0.1503	0.08832	18.04	1.33	0.2403	24.11	0.001857	0.01974	7.58	4.121	179.3	235.5	263	319.3	83.8	177.3
LILB26_2	2010	LILB	South	0.260371931	26	50.55	123.2	274	460.3	8020	1.07	60.8	NA	NA	0.09926	19.45	NA	NA	NA	NA	NA	NA	NA	181	232	272	323	91	196
LILB26_3	2010	LILB	South	0.251586609	26	50.55	123.2	274	431.1	4451	1.09	78.3	NA	NA	0.09484	20.06	NA	NA	NA	NA	NA	NA	NA	170	226.8	265.3	322	95.3	190.6
LILB26_5	2010	LILB	South	0.255478112	26	50.55	123.2	274	342	1383.3	1.09	94.1	NA	NA	0.06803	19.2	NA	NA	NA	NA	NA	NA	NA	177.3	228.5	264.3	315.5	87	193
LILC26_1	2010	LILC	South	0.258727253	26	50.5	123	271	426.5	3546	1.08	77.7	NA	NA	0.0793	18.97	NA	NA	NA	NA	NA	NA	NA	203.5	247.8	276.8	321	73.3	219
LILC26_2	2010	LILC	South	0.260220815	26	50.5	123	271	477.5	7932.9	1.07	64.7	NA	NA	0.0952	20.21	NA	NA	NA	NA	NA	NA	NA	201.8	240.8	284	323	82.3	216.2
LILC26_3	2010	LILC	South	0.255806052	26	50.5	123	271	351.8	2463	1.13	72.6	NA	NA	0.0927	20.48	NA	NA	NA	NA	NA	NA	NA	147.3	216.3	247.5	316.5	100.3	165.8
LILC26_5	2010	LILC	South	0.247581373	26	50.5	123	271	514.5	6136.8	1.39	98.4	18.7	0.235	0.0898	20.09	0.669	0.3447	22.82	0.00174	0.02195	10.8	4.067	199.5	249.5	273	323	73.5	276.5
LILD26_3	2010	LILD	South	0.257848069	26	50.3	122.75	222	448.3	4008.2	1.15	80.1	17.31	0.1805	0.10414	18.81	1.45	0.2396	26.94	0.001781	0.01863	9.72	5.193	184.5	244.3	263.3	323	78.8	212.8
LILD26_4	2010	LILD	South	0.254545708	26	50.3	122.75	222	394.3	2134.4	1.1	88.7	NA	NA	0.10406	18.54	NA	NA	NA	NA	NA	NA	NA	179	225	277	323	98	196.8
CHWH27_1	2010	CHWH	South	0.268344206	27	49.1	121.52	480	462.5	3615.4	1.05	91.8	NA	NA	0.09746	16.63	NA	NA	NA	NA	NA	NA	NA	181	233.8	270.3	323	89.3	189
CHWH27_3	2010	CHWH	South	0.259640901	27	49.1	121.52	480	410.4	5615.8	0.98	99.3	16.82	0.2175	0.08303	19.1	1.108	0.273	21.91	0.001711	0.02189	9.92	4.446	199.6	261.5	261.1	323	61.5	181.9
CHWH27_5	2010	CHWH	South	0.262911845	27	49.1	121.52	480	477.8	4911.1	0.99	85.7	14.29	0.1434	0.10451	20.57	0.71	0.2436	32.27	0.001444	0.01487	9.84	4.312	192	271.3	243.8	323	51.8	192
CHWI27_4	2010	CHWI	South	0.256511845	27	49.1	121.63	360	503.3	6560.5	1.24	79.3	21.25	0.1994	0.10447	21.31	0.484	0.4037	32.22	0.001579	0.01482	13.46	3.898	197.5	253	267.5	323	70	248.3
CHWK27_2	2010	CHWK	South	0.263107425	27	49.08	121.73	280	484	5989.6	1.08	78.7	14.98	0.203	0.10135	20.24	0.693	0.2612	27.5	0.001306	0.01793	11.88	4.199	207	272.3	257.8	323	50.8	223.2
CHWK27_3	2010	CHWK	South	0.251558197	27	49.08	121.73	280	586.3	6495.3	1.37	97.2	NA	NA	0.10135	19.25	NA	NA	NA	NA	NA	NA	NA	196.5	263.5	256	323	59.5	270.5
HOPF27_1	2010	HOPF	South	0.27633867	27	49.43	121.43	61	541.8	7534.2	1.19	78.6	20.47	0.1771	0.11832	19.17	-0.293	0.2698	26.96	0.002085	0.01804	9.82	5.441	203.5	261.8	264.8	323	61.3	244.3
HOPF27_2	2010	HOPF	South	0.257041288	27	49.43	121.43	61	360.3	2083.8	0.87	80.1	NA	NA	0.10123	19.32	NA	NA	NA	NA	NA	NA	NA	182.5	235.5	270	323	87.5	160
HOPF27_3	2010	HOPF	South	0.255484764	27	49.43	121.43	61	410	2426.8	0.98	90	NA	NA	0.09418	19.84	NA	NA	NA	NA	NA	NA	NA	197.3	260	260.3	323	63	194.7
